card_company,card_name,promotions,all_promotions,fee,perform,brand,rank,chart_in
우리카드,카드의정석 시니어플러스,모아포인트 1~3%적립 && 영화관 3천원할인 && 커피전문점 10%할인,"모아포인트 1.0 ~ 3.0% 적립포인트 현금 자동입금 / 보너스 캐쉬백 && 인천공항라운지 무료이용 서비스 && 전국 영화관 12,000원 이상 결제 시 3,000원 청구할인 && 커피전문점 10% 청구할인 && 프리미엄 투어 서비스 && Two-in-One 결제서비스",국내전용 10000원  해외겸용 12000원,30,BC Mastercard,0.0,0.0
롯데카드,하나은행 밀리언달러 카드,국제브랜드사 수수료 면제서비스 && 해외 온라인가맹점 5%캐시백 && 스트리밍 50%할인,"국내에서는 원화로, 해외에서는 달러(USD)로!하나의 카드에 원화·외화 결제계좌를 모두 연결 && 수수료 면제, 추가 캐시백 혜택 && 실적 조건 없이 0.5%, 특정가맹점 최대 50% 결제일 할인",국내전용 15000원  해외겸용 15000원,0,VISA,0.0,0.0
전북은행,1st TRIPLE Platinum 카드,선택업종 최대 1.5%적립 && 후불교통 5%J머니 적립 && 주요 카페/베이커리 5%J머니 적립,"전월실적, 한도제한없이 선택 타입 업종 최대 1% 적립 -  SPECIAL 적립 (1.5%) / TOP 적립 (1.0%) && JUST LIFE 적립서비스 && Mastercard Platinum 서비스",국내전용 30000원해외겸용 33.000원,0,,0.0,0.0
전북은행,1st 플래티늄 카드,"모든 가맹점 0.7%적립/캐시백 && 전국 골프장 10만원 당  5천원적립/캐시백 && 전국 영화관 3,000원할인",건당 결제 금액에 따라 1.2% 또는 0.7% 적립/캐시백 && 전국 모든 골프장 건별 사용금액 10만원당 5천원 적립/캐시백 && 전국 영화관 건당 8천원 이상 이용시 3천원 할인 && 마스타 프리미엄 서비스 && 당행 ATM 출금 수수료 면제 (월 5회 이내),국내 28000원  해외겸용 30000원,10,,0.0,0.0
광주은행,1st카드 (포인트 적립형),전 가맹점 0.5%적립 && 2가지 업종 1.2%적립 && 영화관 3천원적립,모든 가맹점 이용액 0.5% 적립 && 영화관 건당 8천원 이상 결제시 3천원 적립 && ATM 출금 수수료 면제 && 선택한 2가지 업종 1.2% 적립 && 선택한 업종 2.0% 적립(혜택 추가시 연회비 3천원 추가),국내전용 8000원  해외겸용 10000원,0,VISA Mastercard,0.0,0.0
KB국민카드,KB Pay 챌린지+카드,KB Pay 3회 이용시 1천포인트리적립 && 매 주 포인트리 1천점적립 && 이용 리워드 4천점적립,KB Pay 3회 이용하면 포인트리 1천점 적립 && 매 주 포인트리 1천점 적립 && 이용 리워드 4천점 적립 && 디자인 선택가능,국내전용 30000원  해외겸용 30000원,0,Mastercard UnionPay,0.0,0.0
롯데카드,MY RENTAL+ 롯데카드,롯데렌탈 대여료 최대 3만원할인 && 주유소(LPG포함) 5%할인 && 전기차 충전 50%할인,"롯데렌탈 월 대여료 5,000~30,000원 결제일 할인 && 모든 주유소(LPG 포함) 5% 및 전기차 충전 50% 결제일 할인 && 카카오 대리운전 2,000원 결제일 할인그린카 및 세차클링 이용료 10% 결제일 할인",국내전용15000원  해외겸용18000원,50,Mastercard,0.0,0.0
NH농협카드,NH농협 올바른LIFE카드(할인형),온라인쇼핑 3%할인 && 커피전문점 5%할인 && 이동통신요금 2천원할인,"온라인쇼핑 3% 청구할인 && 대형마트 3% 청구할인 && 병원, 약국 3% 청구할인 && 서점 3% 청구할인 && 커피, 제과점 5% 청구할인 && 영화 5% 청구할인 && 편의점 5% 청구할인 && 이동통신요금 자동납부건 2천원 청구할인 && 전국 주요 놀이공원 할인",해외겸용 10000원,30,VISA,0.0,0.0
NH농협카드,NH올원+(플러스)카드,모든가맹점 0.7~0.9%적립 && 해외이용액 1.2%적립,전월실적에 상관없이 0.7~0.9% NH포인트 적립  && 해외이용액 1.2% NH포인트 적립 && 기타 제휴서비스,국내전용 23000원  해외겸용 25000원,0,Mastercard,0.0,0.0
IBK기업은행,Oil & Life카드(Life카드),전국 음식점 10%할인 && 커피전문점 10%할인 && GS칼텍스(LPG포함) 60원/L할인,"[기본서비스] 휴대폰 이용금액의 3% 할인 && [특화서비스] 푸드, 커피, 제과업종 10% 할인 && [특화서비스] GS칼텍스 리터당 60원 청구할인(LPG 포함) && [기본서비스] GS&POINT 포인트 적립 및 다양한 혜택 제공 && [기본서비스] CGV, 롯데시네마 2천원 현장할인 && [기본서비스] 주요 놀이공원 할인 && [기본서비스] 금융수수료 면제 && Life Prime/Oil Prime 서비스 중 한가지 선택가능",해외겸용 5000원,40,Mastercard UnionPay,0.0,0.0
삼성카드,라이프파트너 삼성카드,보험료 매년 1~2만원할인 && 보험료 매월 3~5천원할인 && 주유소/충전소 3천원할인,"보험료 결제 시 30만원당 연 10,000원 결제일할인(청구할인) && 보험료 10,000원 이상 결제 시 월 3,000원·5,000원 결제일할인(청구할인) && 주유소에서 30,000원 이상 결제 시 3,000원 결제일할인(청구할인) && 할인점에서 30,000원 이상 결제 시 2,000원 결제일할인(청구할인) && 의료비 3,000원 이상 결제 시 1,000원 결제일할인(청구할인) && 영화 티켓 12,000원 이상 결제 시 5,000원 결제일할인(청구할인)",국내전용 20000원  해외겸용 20000원,30,Mastercard,0.0,0.0
우리카드,롯데렌터카 신차장 EV+ 우리카드,장기렌터카 렌탈료 최대 2만5천원할인 && 주유 최대 100원/L할인 && 전기차 충전 최대 50%할인,롯데렌터카 장기렌터카 대여료 자동납부 청구할인 최대 2만5천원 && 주유(LPG 충전)/전기차 충전 청구할인 최대 8천원 && 주차장 5천원 이상 결제 건당 1천원 할인 && 후불 하이패스카드 이용금액 1천원 할인,국내전용 20000원  해외겸용 20000원,50,BC Mastercard,0.0,0.0
신한카드,마이 홈플러스 신한카드,"홈플러스포인트 1.2%적립 && 생활친화가맹점 잔돈할인서비스 && YES24, 인터파크 영화예매할인서비스","홈플러스 포인트 1.2% 적립 && YES24, 인터파크 영화 예매 1,500원 할인 && 생활친화가맹점 잔돈할인 서비스",국내전용 12000원  해외겸용 15000원,0,VISA,0.0,0.0
신한카드,신한카드 Deep Once Plus,렌탈 자동이체 최대 7천포인트적립 && 디지털구독 정기결제 최대 6천포인트적립 && 커피/편의점/해외이용 최대 8천포인트적립,"10개 렌탈사 자동이체 이용 시 마이신한포인트 적립 && 7개 생활월납 자동이체 이용 시 마이신한포인트 적립 && 7개 디지털 구독 서비스 정기결제 이용 시 마이신한 포인트 적립 && 커피, 편의점, 해외 이용시 마이신한포인트 적립",국내전용 27000원  해외겸용 30000원,40,Mastercard,0.0,0.0
신한카드,신한카드 Globus,해외 수수료 1.18%할인 && 국내 이용금액 0.7%적립 && 해외 이용금액 1.7%적립,해외 수수료 할인 서비스 && 마이신한포인트 적립 && mastercard Platium 서비스 제공,국내전용 22000원  해외겸용 25000원,0,Mastercard,97.0,1.0
신한카드,신한카드 알뜰More(알뜰모아),알뜰폰요금 최대 1만5천원할인,알뜰폰 통신요금 월최대 1만 5천원 할인,국내전용 20000원  해외겸용 23000원,40,VISA,0.0,0.0
신협,신협-신한카드 Love Platinum#,"백화점,할인점,쇼핑몰 5%할인 && GS칼텍스 60원/L할인 && 영화 7천원할인","전국 유명 백화점, 할인점, 온라인 쇼핑몰 5% 할인전국 유명 백화점 및 할인점 상시 2~3개월 무이자 할부 && GS칼텍스 60원/L 할인 && 불고기브라더스, 제일제면소 30% 할인아웃백, 카페마마스, 스타벅스 20% 할인 && CGV, YES24 영화 7천원 할인 && LG계열 제휴사 최대 5~10% 할인 및 포인트 적립 && Love포인트 적립 && 유명 테마파크 자유이용권 할인 && 스포츠 할인 && Platinum# 서비스 및 국제브랜드사 서비스",해외겸용 50000원,0,Mastercard,0.0,0.0
우리카드,아이파킹 크레딧 카,주차비 최대1만원할인 && 주유/충전소 100원/L할인,i PARKING 주차비 할인 && 주유 / 충전 할인,국내전용 15000원  해외겸용 18000원,30,VISA BC,0.0,0.0
NH농협카드,위 테라카드(포인트),국내외가맹점 최대2%적립 && 주말 최대3%적립 && 연 1회 30만원상당바우처제공,"국내 1%, 해외 2% 적립주말 국내 2%, 해외 3% 적립 && 프리미엄 바우처 서비스(매년 1회, 택 1) && 전세계 스타벅스 이용시 4천원 청구할인(월 1회) && 전세계 공항 라운지 무료 이용",해외겸용 495000원  해외겸용 500000원,50,VISA UnionPay,0.0,0.0
NH농협카드,적립조아카드,국내이용시 0.5~1.2%적립 && 해외이용시 1~1.5%적립 && 해외이용시 감사포인트적립,국내이용 시 0.5~1.2% TOP포인트 적립 && 해외이용 시 1~1.5% TOP포인트 적립 && 해외이용 시 감사포인트 적립(연 1회),국내전용 10000원  해외겸용12000원,0,VISA BC,0.0,0.0
우리카드,카드의정석 UniMile in JEJU,여행 제주특화서비스 && UniMile 최대 3%적립 && 공항라운지 무료이용,제주여행 특화 서비스 && UniMile 적립 && 전세계 공항 라운지 무료 이용 서비스 && 주유할인 서비스,국내전용 15000원  해외겸용 15000원,30,BC UnionPay,41.5,1.0
롯데카드,캐롯손해보험 롯데카드,"보험료 최대 15,000원할인","캐롯손해보험료 최대 15,000원 결제일 할인 && L.POINT 안내",국내전용 20000원  해외겸용 20000원,30,Mastercard AMEX,0.0,0.0
하나카드,프레딧 하나카드,프레딧 10%청구할인 && 커피/베이커리 10%청구할인 && 국내 외 전 가맹점 0.5%청구할인,"프레딧 10% 청구 할인 && 스타벅스, 파리바게뜨, 뚜레쥬르 10% 청구 할인 && 네이버페이, 카카오페이에 카드 등록 및 결제 건 3% 청구 할인 && SKT, KT, LG U+ 통신요금 자동이체 5% 청구 할인 && 국내외 전 가맹점 0.5% 청구 할인",국내전용 12000원  해외겸용 12000원,30,VISA,0.0,0.0
전북은행,1st 플래티늄+ 카드,모든 가맹점 0.7%적립/캐시백 && 전국 골프장 10만원 당  5천원적립/캐시백 && 바우처 6종 10만원 상당택1,건당 결제 금액에 따라 1.2% 또는 0.7% 적립/캐시백 && 전국 모든 골프장 건별 사용금액 10만원당 5천원 적립/캐시백 && 전국 영화관 건당 8천원 이상 이용시 3천원 할인 && 마스타 프리미엄 서비스 && 10만원 상당의 바우처 서비스 제공 (6종 중 택1),국내 118000원  해외겸용 120000원,50,,0.0,0.0
KB국민카드,CHALLENGE BAG KB국민카드,11번가 11Pay 결제시 11%적립 && 생활밀착업종 5%적립 && OK캐쉬백 0.1%기본적립,11번가 OK캐쉬백 11% 특별적립 && 생활밀착업종 OK캐쉬백 5% 특별적립 && 전 가맹점 OK캐쉬백 0.1% 기본적립 && 플레이트 선택,해외겸용 15000원,40,Mastercard JCB,0.0,0.0
현대카드,Kia Members 경차전용카드,"주유 및 충전 시, 리터당 100~400원청구할인 && 현대해상 자동차 보험료 3만원청구할인 && 국내 가맹점 0.5% 적립","현대오일뱅크/SK에너지에서 주유 시 리터당 200원·400원 청구 할인모든 충전소(LPG) 이용 시 리터당 100원·200원 청구 할인 && 기아 멤버십 프로그램 Kia Members 제휴서비스 제공당월 이용금액의 0.1% 기아멤버스 포인트 추가 적립 && 현대해상 자동차 보험료 결제 시 청구할인차량정비서비스 && 현금카드 기능 (KEB하나은행) && 국내가맹점 0.5% M포인트 적립현대, 기아 신차구매 및 GS칼텍스 주유 시 특별적립",국내전용 5000원,0,,0.0,0.0
신한카드,LG U+ Bora 신한카드 Big Plus,통신요금 최대 1만5천원할인 && LG U+ 스마트할부제공 && 현대오일뱅크 40P/L적립,"LG U+ 요금 통합 최대 1만 5천원 결제일 할인 && LG U+ 스마트할부 서비스 제공 && 현대오일뱅크 주유 시 40P/L 적립 && 인터파크, YES24 영화 예매 할인 && 롯데월드, 서울랜드 자유이용권 할인",국내전용 22000원  해외겸용 25000원,40,Mastercard,0.0,0.0
롯데카드,LOCA PLATINUM 마일리지형,"1,500원당 1마일기본적립 && 프리미엄 서비스제공 && 바우처 5만원제공","1,500원당 1마일 기본적립1,000원당 1마일 특별적립 && SPECIAL GIFT 서비스: 특급호텔 F&B 5만원 이용권 && Master Platinum 서비스(Master 플래티넘 카드 발급 시 제공)",국내전용 100000원  해외겸용 100000원,0,Mastercard,0.0,0.0
전북은행,NEW AUTO+,"주유소,충전소 리터당 80~100원청구할인 && 손해보험 업종 2%청구할인 && 생활 4대영역 최대 10%청구할인","전국 모든 주유소·충전소에서 리터당 80원 ~ 100원 청구할인 && 손해보험업종 2% 청구할인 && 생활4대영역(마트, 쇼핑, 외식, 카페) 최대 10% 청구할인",국내전용 9000원해외겸용 10000원,30,,0.0,0.0
NH농협카드,NH올원 Direct&DB손해보험카드,보험료 최대 3만원할인 && 주유 5%할인 && 외식 3%할인,"보험료 결제금액에 따라 2~3만원 청구할인 && Sk에너지, 농협주유소 5% 청구할인(충전소 제외) && 국내음식점, 커피전문점, 제과점, 아이스크림점, 패밀리레스토랑 및 패스트푸드점 3% 청구할인",국내전용 8000원  해외겸용 10000원,30,VISA,0.0,0.0
NH농협카드,ON PLATINUM카드(아시아나클럽),1천원당 1마일리지적립 && 분기실적 150만원 이상 시 1천5백마일리지적립 && 공항라운지 무료이용,"마일리지형(아시아나클럽) 국내·외 매출 건별 1,000원당 1마일리지보너스 마일리지 적립(분기별 1회, 연 4회) && 전 세계 공항 라운지 무료 이용(더 라운지 멤버스) && MASTERCARD PLATINUM PREMIUM SERVICES",국내전용 128000원  해외겸용 130000원,0,VISA,0.0,0.0
NH농협카드,ON PLATINUM카드(포인트),모든가맹점 0.8%적립 && 분기실적 150만원 이상 시 2만5천P적립 && 공항라운지 무료이용,"기본적립 : 국내·외 0.8% NH포인트 적립보너스 포인트 적립(분기별 1회, 연 4회) && 전 세계 공항 라운지 무료 이용(더 라운지 멤버스) && MASTERCARD PLATINUM PREMIUM SERVICESJCB PLATINUM PREMIUM SERVICES",국내전용 118000원  해외겸용 120000원,0,VISA JCB,0.0,0.0
현대카드,PlayStation® - 현대카드M,PlayStation®Plus 정기구독서비스캐시백 && 게임 콘텐츠 결제 시 최대 1만 5천원청구할인 && 모든가맹점 0.2%기본적립,PlayStation®Plus 정기구독서비스 결제 시 캐시백게임 콘텐츠 결제 시 최대 1만5천원 청구 할인 && 모든 가맹점에서 0.2% M포인트 적립온라인쇼핑 시 추가 M포인트 적립,국내전용 20000원  해외겸용 20000원,0,VISA,0.0,0.0
NH농협카드,Shopping Save카드,쇼핑가맹점 5~10%적립 && 통신요금 5%적립 && 대중교통 5%적립,"쇼핑서비스 대상 가맹점 5~10% 적립 && 이동통신요금 자동이체 시 5% 적립 && 버스, 지하철 이용시 5% 적립 && 금융 수수료 면제 && 기타서비스",국내전용 6000원  해외겸용 8000원,10,VISA Mastercard,96.0,1.0
삼성카드,TRADERS CLUB 삼성카드,트레이더스 홀세일 클럽 최대 5%적립 && 택시 최대 2%적립 && 편의점 최대 2%적립,트레이더스 홀세일 클럽 1/3/5% TR CASH 적립 && 생활 편의 영역 1/2% TR CASH 적립 && 신세계포인트 적립 서비스 && 카드플레이트 선택 가능,국내전용 15000원  해외겸용 15000원,0,Mastercard,0.0,0.0
NH농협카드,zgm.rounding카드,"골프장, 골프연습장 5%할인 && 쇼골프연습장 50%할인 && 홀인원축하금 연1회 100만원제공",골프장·골프연습장·스크린골프 5% 청구할인 && 쇼골프 연습장 일 타석권 50% 청구할인 && 홀인원 축하금 100만원 제공 && 커피전문점 10% 청구할인 && 국내 국제공항 라운지 연 2회 무료이용 && MASTERCARD TITANIUM / PLATINUM PREMIUM SERVICES && 플레이트 디자인 선택가능,국내전용 23000원  해외겸용 25000원,30,Mastercard,0.0,0.0
DGB대구은행,국민행복카드 신용카드,병/의원 5%할인 && 어린이집/유치원 5%할인 && 스타벅스 20%할인,국민행복카드 안내 && One Card-Multi Service ( 3가지 중 택 1)(A type) For Baby && One Card-Multi Service ( 3가지 중 택 1)(B type) For Children && One Card-Multi Service ( 3가지 중 택 1)(C type) For Greenren && 공통서비스 안내,국내전용 없음,20,BC,0.0,0.0
롯데카드,나무 롯데카드,"국내외가맹점 최대 1.0%캐시백 && 버스, 지하철 50%캐시백 && 커피 50%캐시백","국내외가맹점 최대 1% 캐시백 && [라이프 캐시백]대중교통(버스, 지하철) 50% 캐시백 && [라이프 캐시백]커피(스타벅스 사이렌 오더) 50% 캐시백 && [라이프 캐시백]스트리밍(넷플릭스, 디즈니 +, CGV) 30% 캐시백 && Platinum Service && 원하는 디자인 선택 가능",국내전용 20000원  해외겸용 20000원,0,Mastercard AMEX,0.0,0.0
우리카드,마이카 우리카드,자동차금융 최대 1만원할인 && 주유소/충전소 70원/L할인 && 자동차보험 최대 2만원할인,"자동차금융 이용고객 월 납부금 최대 1만원 청구할인  && 주유소/충전소 리터당 70원 할인  && 자동차 보험 최대 2만원 청구할인 && 스피드메이트 엔진오일 및 차량정비 할인  && SK렌터카 최대 70% 현장할인 && 영화관, 패밀리레스토랑, 커피 할인",해외겸용 12000원,30,VISA Mastercard UnionPay,0.0,0.0
현대카드,미래에셋 현대카드 Silver,스탁마일리지 2%특별 적립 && 스탁마일리지 1%기본적립,스탁마일리지 2X-특별적립 && 스탁마일리지 1X-기본적립 && 미래에셋증권 서비스등급 혜택 && 플레이트 2종 선택,국내전용 30000원  해외겸용 30000원,50,VISA,0.0,0.0
삼성카드,부릉 삼성카드 BIZ,"커피,이동통신 등 최대3%적립 && 영화관 3,000원할인 && 부가세신고 등 세무지원서비스","커피, 이동통신, 주유 등 1~3% 빅포인트 적립 && 파리바게뜨·배스킨라빈스·던킨도너츠 10% 결제일할인 && CGV 및 롯데시네마 3,000원 결제일할인 && 부가세환급 편의지원서비스 및 전자세금계산서 월 250건 무료 제공",국내전용 10000원  해외겸용 10000원,0,Mastercard,0.0,0.0
광주은행,부자되세요 The Oil카드,GS칼텍스 최대 150원할인 && 온라인쇼핑 5%적립 && 대형마트 5%적립,GS 칼텍스 리터당 최대 150원 할인 && 소셜커머스 온라인쇼핑 5% 포인트적립 && 백화점 5% 포인트적립 && 대형마트 5% 포인트적립 && 패밀리레스토랑 10% 포인트적립 && 커피전문점 10% 포인트적립 && 삼성화재 Travel Master 보험 서비스 제공,국내전용 8000원  해외겸용 10000원,30,VISA Mastercard,0.0,0.0
신한카드,신세계 The BLOSSOM 신한카드,신세계백화점 7%할인 && 신세계 계열사 5%할인 && 생활/쇼핑 5%할인,"신세계백화점 최대 7% 할인, 마이신한포인트 1% 적립 && 신세계 계열사 5% 할인 && 커피·배달앱·온라인서점·잡화 5% 할인 && 신세계 멤버십 혜택 제공 && Platinum 서비스 && 플레이트 디자인 선택가능",국내전용 45000원  해외겸용 48000원,50,Mastercard,0.0,0.0
신한카드,신한라이프 THE PRIDE 신한카드,전용치아보험 5%할인 적용 && GC헬스케어 무료혜택제공 && 의료·헬스·생활편의 서비스 7%할인,신한라이프 전용보험 우대서비스 && GC헬스케어 Basic 서비스 && 의료 업종 할인 && 스포츠 및 헬스 업종 할인 && 생활편의 가맹점 할인,국내전용 15000원  해외겸용 18000원,0,VISA,0.0,0.0
신한카드,신한카드 플리,국내 이용금액 최대 0.9%결제일 할인 && 해외 이용금액 0.5%결제일 할인 && 매주 1회 할인 쿠폰제공,"[Daily 결제일 할인] 국내 이용금액 최대 0.9% / 해외 이용금액 0.5% 결제일 할인 && [Weekly 할인 쿠폰] 매주 1회 국내 이용 할인 쿠폰 제공 && [Monthly 단골 적립] My Pick 가맹점 월 3, 6, 9번째 이용 건에 대해 마이신한포인트 1,000원 적립 && 카드 플레이트 선택 가능",국내전용 15000원  해외겸용 18000원,0,,0.0,0.0
하나카드,에너지 더블 카드,에너지 공과금 10%할인 && 대형마트 5%할인 && 전기차 충전 10%할인,에너지 공과금 청구할인 서비스 && 일상생활 청구할인 서비스 && 2~3개월 무이자 할부 서비스,국내전용 20000원  해외겸용 20000원,40,Mastercard,0.0,0.0
하나카드,원스토어 1 하나카드,원스토어 2%할인 && PC게임방 5%할인 && 배달앱 5%할인,"ONEstore(원스토어) 2% 할인 && PC게임방 5% 할인 && 배달의 민족, 요기요, 쿠팡이츠 5% 할인",국내전용 12000원  해외겸용 15000원,30,Mastercard,0.0,0.0
신한카드,위메프페이 신한카드,국내외가맹점 0.7%기본적립 && 위메프페이 2%특별적립 && 위메프 ~2%적립,국내외 가맹점 이용 금액의 0.7% 기본적립 && 위메프에서 위메프페이 간편 결제 시 2% 특별적립,해외겸용 12000원,0,Mastercard,0.0,0.0
IBK기업은행,자연드림 IBK카드,주유소(LPG포함) 60원/L할인 && 소셜커머스 20%할인 && 영화관 8천원할인,"TOP포인트 최대 0.4% 적립 && 전 주유소 리터당 60원 할인 (LPG포함) && 소셜커머스 20% 할인 && 영화관 8천원 청구할인 && 패밀리레스토랑 20% 청구할인 && 주요 커피전문점 20% 할인 && 금융 수수료 면제, 무이자 할부 등 && 주요 놀이공원 무료입장 또는 입장료/자유이용권 할인 (월 1회, 연 2회) && 자연드림 이용금액 7% 청구할인",해외겸용 2000원  해외겸용 5000원,0,VISA BC Global,0.0,0.0
제주은행,제주 삼다수카드(신용),"정유사 리터당 100원 할인 && 차량관련업종,카페,편의점 5%할인","전국 모든 정유사 대상 리터당 100원 할인 && 보험료할인, 차량관련업종 할인GS편의점, 스타벅스, 투썸플레이스 5% 청구할인",국내 13000원  해외겸용 15000원,30,VISA BC,0.0,0.0
하나카드,펫 사랑 카드,"동물병원 10%적립 && 온라인쇼핑 10%적립 && 대중교통,시외버스 등 7%적립","동물병원, 온라인쇼핑, 커피 10% 하나머니 적립대중교통, 통신요금 7% 하나머니 적립",국내전용 15000원  해외겸용 15000원,30,VISA,0.0,0.0
BNK부산은행,펫(PET)카드,동물병원  10%청구할인 && 애완동물업종 10%청구할인 && 마트/편의점 5%청구할인,반려동물 특화 할인 서비스  && 대형마트 5% 청구할인편의점 5% 청구할인  && 전국 주유소 리터당 60원 할인  && 소셜커머스 5% 청구할인,국내전용 10000원  해외겸용 12000원,40,BC Mastercard,0.0,0.0
하나카드,하나로마트 하나카드,"하나로마트 10%청구할인 && 파리바게뜨, 파리크라상 5%청구할인 && 통신요금 자동이체 5%청구할인","하나로마트 대상점 이용 시 이용금액 10% 청구 할인 && 베이커리 이용 시 이용금액 5% 청구 할인 && KEB 하나은행 결제계좌 이용고객 월 1회 커피 청구 할인스타벅스, 커피빈 4천원 이상 결제 시 4천원 청구할인 && 통신 자동이체 이용 시, 이용금액의 5% 청구 할인 && 학원 업종 이용 시, 이용금액의 5% 청구 할인",해외겸용 15000원,30,VISA JCB,0.0,0.0
NH농협카드,후불하이패스카드(비씨),출퇴근시간 20~50%할인,출퇴근 시간대 통행료 자동할인,해외겸용 2000원,0,UnionPay,0.0,0.0
BNK부산은행,[BNK부산] 그린카드v2,버스/지하철 최대 20%적립 && 온라인 쇼핑 5%적립 && 생활요금 5%적립,"Green&Point : 국내 전 가맹점 0.1%~1.0% 에코머니 포인트적립 && GREEN & ECO 서비스 &&  Green&Transport : 버스, 지하철 10% ~20% 에코머니 포인트 적립 &&  Green&Transport : KTX, 고속버스 5% 에코머니 포인트 적립 &&  Green&Shopping : 온라인 쇼핑 5% 에코머니 포인트 적립 && Green&Energy : 생활요금 자동이체 5% 에코머니 포인트 적립 && Green&Cinema : 온라인 영화예매(CGV, 롯데시네마) 2,000원 청구할인",국내전용 10000원  해외겸용 12000원,40,BC Mastercard,0.0,0.0
전북은행,1st 카드(레드),"선택업종 최대 2%적립 or 캐시백 && 모든 가맹점 이용액 0.5%적립 or 캐시백 && 전국 영화관  3,000원할인",기본 선택서비스 적립 또는 캐시백  프리미엄 선택서비스 적립 또는 캐시백 && 전 가맹점 이용액 0.5% 적립/캐시백 && 전국 영화관 건당 8천원 이상 이용시 3천원 할인 && 당행 ATM 출금 수수료 면제,국내 8000원 해외겸용 10000원,0,,0.0,0.0
KB국민카드,HERITAGE Reserve(포인트형),쿠폰 서비스 연 1회제공 && 국내외 1~3%포인트리 적립 && 특별 서비스 3가지제공,"국내외/특정 업종 포인트리 적립 && Reserve 전용혜택 쿠폰서비스 [연 1회 제공, 3가지 중 1가지 선택] && Reserve 전용혜택 특별서비스 && Amex Elite & ICON 서비스",국내전용 800000원  해외겸용 800000원,0,AMEX,0.0,0.0
현대카드,Kia Members 전기차 신용카드,신차 구매 시 1.5%M포인트 적립 && 당월 이용금액 0.5%M포인트 적립 && 전기차 충전 최대 70%할인,당월 이용금액에 따라 국내외 가맹점 이용금액의 0.5% M포인트 적립Kia Members 제휴처에서 이용 시 당월 이용금액에 따라 0.5% 동시 적립 && 전기차 충전 시 당월 이용금액에 따라 30~70% 할인 && Kia Members 멤버십 서비스 && 주유/정비·외식·쇼핑·영화 등 제휴 사용처에서 M포인트 사용,국내 30000원  해외겸용 30000원,50,VISA Mastercard,0.0,0.0
롯데카드,L.CLASS L60 (L.POINT형),국내외가맹점 1%적립 && 40만원 상당 스페셜기프트제공 && 호텔/쇼핑/골프 프리미엄서비스제공,국내외 가맹점 1% L.POINT 적립 && 연 1회 스페셜기프트 제공 && 호텔/쇼핑/골프 프리미엄 서비스,국내전용 595000원  해외겸용 600000원,0,Mastercard,0.0,0.0
롯데카드,LOCA for Edu,학원/학습지/유치원 5%할인 && 서점/문구점 10%할인,학원ㆍ학습지ㆍ유치원(건당 10만원 이상 시) 5% 할인 && 서점ㆍ문구점 10% 할인,국내전용 20000원  해외겸용 20000원,150,Mastercard,0.0,0.0
하나카드,New Happy 하나카드,"해피오더, 해피마켓, 해피페이 1,000P / 5천원적립 && 해피포인트 가맹점 2%적립 && 온/오프 가맹점 0.5~1%적립","해피오더, 해피마켓, 해피페이 결제 건별 5천원 당 1,000 포인트 적립해피포인트 가맹점 2% / 온오프 가맹점 0.5~1% 적립 && 해피포인트 가맹점 이용 시 현장 적립",국내전용 10000원  해외겸용 10000원,0,VISA,0.0,0.0
NH농협카드,ON PLATINUM카드(스카이패스),"1,500원당 1마일리지적립 && 분기실적 150만원 이상 시 1천5백마일리지적립 && 공항라운지 무료이용","마일리지형(스카이패스) 국내·외 매출 건별 1,500원당 1마일리지보너스 마일리지 적립(분기별 1회, 연 4회) && 전 세계 공항 라운지 무료 이용(더 라운지 멤버스) && MASTERCARD PLATINUM PREMIUM SERVICES",국내전용 128000원  해외겸용 130000원,0,Mastercard,0.0,0.0
KB국민카드,SK 7mobile카드,SK 7mobile 통신료 최대 1만7천원할인,SK 7mobile 통신료 청구할인,해외겸용 15000원,30,Mastercard JCB,0.0,0.0
우리카드,라이나생명 라서즐거운카드,보험료 매월 최대 3만원할인 && 영화 3천원청구할인 && 커피 20%청구할인,"보험료 매월 1 / 1.5 / 2 / 3만원 할인 && 전국 영화관 12,000원 이상 결제 시 3,000원 청구할인 && 에버랜드, 롯데월드, 서울랜드, 대구이월드, 경주월드, 통도환타지아 자유이용권 50% 현장할인 && 아웃백, TGIF, 베니건스 10% 청구 할인 && 스타벅스, 투썸플레이스 20% 청구할인",해외겸용 10000원,0,Mastercard UnionPay,0.0,0.0
하나카드,랭킹닭컴 하나카드,"랭킹닭컴 7&청구할인 && 배달앱 5%청구할인 && 스타벅스, 커피빈 4천원청구할인","랭킹닭컴 이용 시 7% 청구할인 && 지난달 이용실적 30만원 이상 시 청구할인 제공CGV, 메가박스, 롯데시네마 3천원 할인 && 지난달 이용실적 30만원 이상 시 청구할인 제공해외 전 가맹점 5% 할인 && 지난달 이용실적 30만원 이상 시 청구할인 제공요기요, 배달의민족 5% 할인 (월 5천원 한도) && 지난달 이용실적 30만원 이상 시 청구할인 제공스타벅스, 커피빈 4천원 할인 (월 4천원 한도, 월 1회) && 지난달 이용실적 70만원 이상 시 제공통신, 대중교통, 온라인 7% 청구할인",해외겸용 15000원,30,Mastercard UnionPay,0.0,0.0
